GENDER_ENC,PARTNER_ENC,DEPENDENTS_ENC,PHONESERVICE_ENC,PAPERLESS_ENC,ML_NO,ML_YES,IS_DSL,IS_FIBER,OS_NO,OS_YES,OB_NO,OB_YES,DP_NO,DP_YES,TS_NO,TS_YES,STV_NO,STV_YES,SM_NO,SM_YES,CONTRACT_ONE_YEAR,CONTRACT_TWO_YEAR,PM_MAILED,PM_BANK_TRANSFER,PM_CREDIT_CARD,BUCKET_0_12,BUCKET_13_24,BUCKET_25_48,BUCKET_49_60,AVG_MONTHLY_CHARGE,CLV_ESTIMATE,HIGH_MONTHLY_CHARGE,HAS_LONG_TENURE,TENURE_ZSCORE,MONTHLYCHARGES_ZSCORE,TOTALCHARGES_ZSCORE,CHURN_ENC
1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,87.898305085,5118.25,1,0,1.082856744,0.7296354073,1.2805436,0
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,65.383333333,165.9,0,0,-1.198642848,-0.3157022016,-0.9207591361,1
0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,60.413888889,1107,0,0,-0.587526886,-0.109626107,-0.5275567095,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24.957462687,1681.7,0,1,1.408785257,-1.319492211,-0.2696127413,0
0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,54.820454545,1213.3,0,0,-0.4245626294,-0.3206879135,-0.4752355967,1
1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,33.756060606,1123.65,0,0,0.02358907614,-1.022011397,-0.515866073,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,21.41,99.75,0,0,-1.11716072,-1.490668322,-0.960066144,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19.075,39.9,0,0,-1.239383912,-1.490668322,-0.9904617989,0
1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,88.045833333,6458.4,1,1,1.612490578,0.8276877426,1.789328923,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20.455555556,183.6,0,0,-0.9541964632,-1.475711186,-0.926075067,0
1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25.207462687,1762.1,0,1,1.408785257,-1.279606515,-0.2622233768,0
0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,86.140625,1359.2,1,0,-0.6690090143,0.6698068637,-0.3992685174,1
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,17.2,165.6,0,0,-0.9949375274,-1.465739762,-0.9465888254,0
1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,43.8,216.25,0,0,-1.11716072,-0.7162210628,-0.9106787193,1
1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,46.397826087,1112.05,0,0,-0.3838215653,-0.546706856,-0.5365121782,1
1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,79.55,79.55,0,0,-1.280124976,0.4903212329,-0.9721979366,1
0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,68.897,3552.5,0,0,0.7161871665,0.2077975549,0.5124246665,1
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,21.708823529,330.65,0,0,-0.6282679501,-1.507287361,-0.8444832474,0
0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,111.082352941,7534.4,1,1,1.449526321,1.529011226,2.325024768,0
1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,84.5,84.5,1,0,-1.280124976,0.6548497278,-0.970014214,1
0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,72.524,1732.5,0,0,-0.302339437,0.1496309153,-0.2074317899,0
1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,49.57238806,3306.45,0,1,1.408785257,-0.5134687762,0.4579418889,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,22.109375,651.2,0,0,-0.017151988,-1.47737309,-0.6951739674,0
0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,106.151492537,7075.2,1,1,1.408785257,1.356173211,2.13027641,0
1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,64.459722222,4640.4,0,1,1.612490578,-0.01157377163,1.040157644,0
1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,108.322535211,7710.6,1,1,1.571749513,1.45588745,2.385595499,1
1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,49.9,49.9,0,0,-1.280124976,-0.4951878323,-0.9852782148,0
1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,30.002173913,1393.8,0,0,0.55322291,-1.146654196,-0.3984523786,1
0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,39.325,60.8,0,0,-1.239383912,-1.143330388,-0.9725949771,1
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,45.4,45.4,0,0,-1.280124976,-0.6447591913,-0.9872634172,1
0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,64.471875,3151.2,0,0,0.6347050382,0.02831192409,0.3579318024,0
0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,106.858196721,6301.3,1,1,1.164338872,1.279725628,1.868317921,0
0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,80.8109375,2692.8,1,0,-0.017151988,0.6432163999,0.1335156974,1
0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,41.35,88.9,0,0,-1.239383912,-0.6763353671,-0.9708082949,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.616666667,59.25,0,0,-1.198642848,-1.497315937,-0.9813298678,1
0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,85.18,427,1,0,-1.11716072,0.6847639996,-0.8194035235,1
0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,89.333802817,6382.9,1,1,1.571749513,0.8343353586,1.790828854,0
1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,54.885135135,2036.85,0,0,0.1865533327,-0.3240117215,-0.111414166,0
1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,103.077692308,6766.5,1,1,1.327303129,1.306316091,1.948475984,0
0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,108.129850746,7142.2,1,1,1.408785257,1.389411291,2.18875165,0
1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,75.067346939,3684.8,0,0,0.6754461024,0.3457355859,0.6154125567,1
1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,69.733,3525,0,0,0.7161871665,0.189516611,0.5308649912,0
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16.446,490,0,0,-0.302339437,-1.502301649,-0.8259105759,0
0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,55.147058824,949.45,0,0,-0.6282679501,-0.2974212577,-0.5937080658,1
0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24.36171875,1539.2,0,1,1.286562064,-1.354392194,-0.31946338,0
1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,38.816,952.5,0,0,-0.302339437,-0.8873971736,-0.5791940303,0
1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,107.97826087,2447.2,1,0,-0.3838215653,1.382763675,0.08831925554,1
1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,34.508333333,822,0,0,-0.3430805011,-1.015363781,-0.6419264269,0
0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,102.987837838,3701.85,1,0,0.1865533327,1.171701868,0.6737554501,0
0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,71.104761905,1441.65,0,0,-0.4653036935,0.1280261634,-0.3485576243,0
1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,45.8,45.8,0,0,-1.280124976,-0.6314639594,-0.9870869548,0
0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,77.73,757.5,0,0,-0.9134553991,0.3640165298,-0.664381272,0
1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,92.725,506.4,1,0,-1.076419656,0.6515259198,-0.761854711,1
1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,96.295098039,4916.4,1,0,0.7569282307,1.050382877,1.159247732,0
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18.735,205.5,0,0,-0.9134553991,-1.470725474,-0.9246413097,0
0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,51.266666667,305.7,0,0,-1.076419656,-0.4602878486,-0.8715922894,0
1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,91.879787234,4253.5,1,0,0.5939639741,0.8542782064,0.8977745146,0
0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,79.025409836,4843.4,0,1,1.164338872,0.485335521,1.119323105,0
0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,58.433653846,3055,0,0,0.7976692948,-0.2010308263,0.3331829455,0
0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,61.054285714,2080.75,0,0,0.1050712044,-0.1777641705,-0.06458544664,0
1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,105.241549296,7504.7,1,1,1.571749513,1.359497019,2.289092604,0
0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,64.85,337.5,0,0,-1.076419656,-0.2841260258,-0.8356380677,1
1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,51.027777778,2398.5,0,0,0.5124818458,-0.3821783611,0.005712776937,0
0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,93.725,171.1,1,0,-1.239383912,0.6897497116,-0.9245971941,1
0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,65.3125,274.6,0,0,-1.157901784,0.1280261634,-0.8920398744,1
1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,19.225,48.6,0,0,-1.239383912,-1.346082675,-0.9903294521,0
1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,74.8,311.4,0,0,-1.157901784,0.4338164973,-0.8752980006,1
1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,59.678431373,3054.9,0,0,0.7569282307,-0.1628070346,0.3354107838,0
1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,25.106666667,1437,0,0,1.123597808,-1.357716002,-0.3427343639,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,18.188888889,181.35,0,0,-0.9541964632,-1.484020706,-0.9350746513,0
1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,107.75,316.05,1,0,-1.198642848,1.347863691,-0.8646881965,1
1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,96.470588235,1626.05,1,0,-0.6282679501,1.025454317,-0.2837959098,0
0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,95.2625,696.4,1,0,-0.9949375274,0.7396068312,-0.6710868447,1
1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,83.616304348,3726,1,0,0.55322291,0.5385164486,0.6895488382,0
0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,83.038235294,5606.6,1,1,1.449526321,0.5867116643,1.483740096,0
1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,53.5,53.5,0,0,-1.280124976,-0.3755307451,-0.9836900529,1
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,19.7625,82,0,0,-1.157901784,-1.472387378,-0.9724185147,0
0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,25.1,25.1,0,0,-1.280124976,-1.319492211,-0.996218886,1
1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,54.164285714,1523.2,0,0,-0.1801162446,-0.3456164734,-0.3382345718,0
0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,57.038461538,2285.4,0,0,0.268035461,-0.2060165383,-0.02594017281,0
1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,80.795454545,932.8,1,0,-0.872714335,0.6648211517,-0.6152144254,0
0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,60.70915493,4359.4,0,1,1.571749513,-0.1129499149,0.8942452659,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,21.45,40.8,0,0,-1.239383912,-1.475711186,-0.9883663075,0
1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,78.838333333,2389.5,0,0,-0.09863411628,0.4936450409,0.03610843181,1
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,20.802941176,342.55,0,0,-0.6282679501,-1.484020706,-0.8512770513,0
0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,92.238181818,5194.75,1,0,0.9198924872,0.9855686215,1.230737077,0
0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,78.049137931,4628.4,0,0,1.04211568,0.4986307529,0.9897555602,0
0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,61.65,271,0,0,-1.11716072,-0.3522640893,-0.8713055379,1
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.45,19.45,0,0,-1.280124976,-1.507287361,-0.9987114179,1
1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,75.383333333,666.45,0,0,-0.9541964632,0.3075117942,-0.7079895519,0
1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,47.588461538,1277.9,0,0,-0.2615983728,-0.5201163922,-0.4614494688,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,20.479,970,0,0,0.7161871665,-1.508949265,-0.5555701215,0
0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,113.649305556,8182.8,1,1,1.612490578,1.623739753,2.602578124,0
0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,105.402325581,4558,1,0,0.4309997175,1.369468443,0.9921598609,0
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,25.786607143,1453.2,0,0,0.9606335514,-1.291239843,-0.3702404464,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19.1,19.1,0,0,-1.280124976,-1.518920689,-0.9988658225,0
1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,102.397916667,7444.8,1,1,1.612490578,1.283049436,2.245197573,1
1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,101.7375,7239.6,1,1,1.612490578,1.188320908,2.2242206,0
1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,96.505555556,3434.4,1,0,0.1458122686,1.017144797,0.5253725979,0
1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,78.53,375.75,0,0,-1.11716072,0.3440736819,-0.8340719636,0
0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,81.430769231,1097.85,1,0,-0.7912322067,0.6531878238,-0.5402840628,1
0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,90.698863636,3922.6,1,0,0.4717407817,0.8094067988,0.7532517782,0
0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,106.797857143,7553,1,1,1.531008449,1.432620794,2.290724881,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,18.988636364,858,0,0,0.4717407817,-1.505625457,-0.6387059874,0
0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,82.14375,2750.4,1,0,-0.017151988,0.7030449435,0.1523310048,1
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24.903623188,1721.55,0,1,1.490267385,-1.324477923,-0.2492313298,0
0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,63.99375,950.4,0,0,-0.6690090143,-0.1794260745,-0.5555921793,1
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,17.552205882,1326,0,1,1.449526321,-1.505625457,-0.4807500479,0
1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,75.34375,1119.2,0,0,-0.6690090143,0.1712356671,-0.4754782326,0
1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,84.947794118,5633.8,1,1,1.449526321,0.6000068962,1.541024215,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19.725,76,0,0,-1.157901784,-1.522244497,-0.9724846881,0
0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,39.428846154,1010.1,0,0,-0.2615983728,-0.8624686138,-0.5550407341,0
0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,29.529310345,887.4,0,0,-0.1393751804,-1.136682772,-0.6295078828,1
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,24.4,101.75,0,0,-1.11716072,-1.47737309,-0.9534708604,0
1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,94.327142857,6650,1,1,1.531008449,1.003849565,1.905617669,0
1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,71.370833333,1785.6,0,0,-0.3430805011,0.3191451221,-0.2516356305,0
0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,78.920138889,5648.4,0,1,1.612490578,0.4537593452,1.499467311,0
1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,74.3,74.3,0,0,-1.280124976,0.3158213141,-0.9745140061,0
1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,51.930714286,3573.5,0,1,1.531008449,-0.4569640406,0.5963766712,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19.525,691.2,0,0,0.1458122686,-1.515596881,-0.6972032854,0
0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,98.269736842,3782.9,1,0,0.2272943968,1.155082828,0.6400952401,1
0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,67.323529412,1190,0,0,-0.6282679501,0.1728975711,-0.5023887543,1
0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,108.640243902,4473.1,1,0,0.3495175893,1.47250649,0.9577276278,0
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,45.3,45.3,0,0,-1.280124976,-0.6480829993,-0.9873075329,1
1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,37.8,59.7,0,0,-1.239383912,-1.161611332,-0.9739405032,1
1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,79.825,1070.3,0,0,-0.7504911425,0.3872831856,-0.5142779111,0
1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,90.125,190.2,1,0,-1.239383912,1.007173373,-0.927773518,1
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19.8,19.8,0,0,-1.280124976,-1.495654033,-0.9985570132,1
1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,71.542307692,946.4,0,0,-0.7912322067,0.2659641945,-0.5969946787,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18.358333333,113.7,0,0,-1.076419656,-1.523906401,-0.9586985602,0
0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,83.4,306.6,0,0,-1.157901784,0.3939308016,-0.860122231,1
0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,93.01,495.75,1,0,-1.11716072,1.141787596,-0.8021322624,1
0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,111.293333333,1526.25,1,0,-0.7097500784,1.228206604,-0.2708259206,0
0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,75.427659574,3546.15,0,0,0.5939639741,0.3540451059,0.5566505649,0
0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,63.00625,512.8,0,0,-0.9949375274,-0.02320709955,-0.7849271747,0
1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,25.894117647,436.05,0,0,-0.6282679501,-1.301211267,-0.8130949913,0
1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,76.77,1126.5,0,0,-0.7097500784,0.3424117779,-0.4992786039,0
0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,95.205769231,2492.1,1,0,-0.2615983728,1.032101933,0.08472383337,0
0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,54.315217391,1251.2,0,0,-0.3838215653,-0.3456164734,-0.4561776535,0
0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,79.4375,291,0,0,-1.157901784,0.2643022905,-0.867114555,0
